id,credit_id_crew,department_crew,gender_crew,crew_id,job_crew,name_crew,profile_path_crew
126152,58be9f8d925141126a042e53,Crew,2,11098,Compositors,John Powell,/fFRYoiZxBtP4Gs0CAphU7F5mDk.jpg
17345,55f2180592514145300017d2,Sound,2,78040,Music,Alex Kendrick,/o3u0dmWJjipYX1aJHhQwfGEOW49.jpg
127,52fe421bc3a36847f8004909,Directing,2,1126,Director,Krzysztof Kieślowski,/aNvobc9gzJWIiHLNHx08tpmb5n1.jpg
550,52fe4250c3a36847f8014a47,Directing,2,7467,Director,David Fincher,/dcBHejOsKvzVZVozWJAPzYthb8X.jpg
41768,52fe45dbc3a36847f80de7b9,Writing,2,102445,Writer,John Sayles,/849CWBxvBFWYQ6FmWirWgs9TQSa.jpg
32519,561e2bbbc3a3686cd6001c30,Production,2,3192,Casting,Billy Hopkins,/vTGamEl7a1D93TCh165v8IyZZMG.jpg
6440,56263b979251415bdd001f8b,Production,2,11472,Producer,Irwin Winkler,/chJjLXD7PlFhuyeverNCgemIAAC.jpg
53094,52fe4852c3a36847f8161811,Directing,2,2725,Director,Rainer Werner Fassbinder,/27Zgw5CeRiPR2yTyoXVvWYvarLV.jpg
1656,52fe4309c3a36847f8035b39,Sound,2,1729,Original Music Composer,James Horner,/oLOtXxXsYk8X4qq0ud4xVypXudi.jpg
59484,52fe4992c3a36847f81a149d,Production,2,23393,Producer,Barbet Schroeder,/jDMy62PR1pfD0dX5E0K3Q6SI1wm.jpg
24188,53c72d18c3a3686260002d44,Writing,0,57641,Writer,Dino Risi,/fjb97ThOAJ6ZTJZaV3ZZMLWbmdF.jpg
86555,53762d350e0a263040001f04,Camera,0,19952,Director of Photography,Luc Montpellier,/hEEbBCzUe837j1rjOOCC8z1GRRs.jpg
9469,5989db109251414bd1016292,Camera,1,313,Director of Photography,Ellen Kuras,/4q0al0rnELLMn9vt9sMyAEqfxeo.jpg
10428,52fe436e9251416c75010097,Directing,2,1978,Director,Iain Softley,/citetzG3VlJ402NcaWicUHffxfl.jpg
25338,52fe44c2c3a368484e0355ed,Writing,2,323,Screenplay,Curtis Hanson,/e8o4pYzVjh4ier1n0bxD78HCbxg.jpg
43444,55f58a39c3a3686d270059cc,Writing,2,4415,Story,Federico Fellini,/iNuDmm889WbZDK4k0qxsjeNnNhV.jpg
36832,55622bc0c3a368208b002c4b,Writing,0,147227,Screenplay,Lizzie Borden,/jgDoTCBWcKAcRgFRk73J6bJwXMb.jpg
10445,52fe43729251416c75010beb,Directing,2,4786,Director,Richard Attenborough,/Abo8fAcdruACs344ut6PNSKH7N4.jpg
43011,52fe4626c3a36847f80ef8ff,Directing,2,18392,Director,Robert Aldrich,/gtXt9T1l4OSQdJvX5tLgmvUTSKE.jpg
10544,52fe43849251416c75013835,Production,2,2236,Executive Producer,Tim Bevan,/f7o93O1KocuLwIrSa7KqyL1sWaT.jpg
43206,5916f2b99251415852030894,Directing,2,579421,Director,Arild Fröhlich,/czlWHfdxR04fKIqR1vJJTeOQ2TY.jpg
35371,57364f2f925141136e000d79,Art,1,19850,Production Design,Catherine Hardwicke,/x8qMlCXpXlM66hOZ7dSMMWnojNo.jpg
4580,52fe43cec3a36847f8070fd7,Production,2,20718,Producer,Claude Berri,/1gpsO0gdsHJPhUzFGMHvE3Qo5yZ.jpg
321494,551d5e339251413748000322,Directing,2,97555,Director,Roel Reiné,/f4KlQ4lfZZwbuz6Wu5N6Gfbur6p.jpg
10135,52fe43319251416c75007081,Sound,2,7714,Original Music Composer,Michael Kamen,/y83bqw1VP1PkuvOhG2XROwc9eXG.jpg
18836,52fe47a09251416c750a00fb,Writing,0,130938,Screenplay,Sergei Bodrov,/9f4SPMNwQDA64lkSRgNhvrb1etf.jpg
17264,54ee5070925141795f004b0c,Production,2,1776,Executive Producer,Francis Ford Coppola,/vEGwqahu7UlI6OwELy92xbXk9Kd.jpg
8973,52fe44ccc3a36847f80aab29,Sound,2,7741,Music,Simon Boswell,/docJpHQG30F8wdMxKhQJpOuYkK0.jpg
11202,52fe440e9251416c75027833,Writing,2,12277,Screenstory,Edmund H. North,/uF99dqsd8HgYTsaur7cjCLvoYPL.jpg
131770,52fe4b7ec3a368484e18ba1d,Directing,2,108914,Director,Mitchell Leisen,/bxCNSNQe140zi82gozX5d0CkQnz.jpg
16335,5385a58b0e0a26145000106f,Writing,2,31119,Writer,Sylvain White,/99sxzF0USzoEkJFmcgX42p0hNWe.jpg
133523,52fe4bb4c3a368484e195b49,Directing,2,17582,Director,Nikos Nikolaidis,/g2RPP9L9Ti1IoJfdqkmXvdnSng5.jpg
39260,52fe47089251416c91067fe5,Directing,2,76171,Director,Noboru Iguchi,/nbddcGhmJhJTlZsXbQo2zYiZc74.jpg
274479,5677e64192514179d2008c39,Production,1,5914,Casting,Mary Vernieu,/rluDG0SLCvh3rVkMMp44C31iHIN.jpg
32526,52fe44d59251416c9101e6b3,Directing,2,13861,Director,Frank Pierson,/qB5v6C0gt4wa8tlxcuG90fF0Ye9.jpg
172897,52fe4d29c3a36847f8251f5d,Writing,2,58689,Screenplay,Neil LaBute,/snHfcueBlYFinCdUoVmK9CHdZX0.jpg
53688,52fe4876c3a36847f8168167,Directing,0,141619,Director,Claes Eriksson,/61EWExVIWSbWr3tOkJZ9DkjBdLk.jpg
175983,576fefbc92514148ee0002a5,Production,2,3238,Executive Producer,Merian C. Cooper,/cTAvZsPWnHUn5CIQC0dNxBsLDvf.jpg
78101,54fb7471c3a368690e001c1e,Writing,2,87267,Writer,Francesco Rosi,/6o74waMKsDklMongVmDWEDMPETY.jpg
47467,52fe4734c3a36847f8128f7f,Sound,0,25294,Music,Sean Murray,/aH3z8DS0OIezX35BkuMiG579u29.jpg
18947,52fe47ad9251416c750a1d6d,Production,2,2238,Producer,Eric Fellner,/DiDxNhIfVPn9bRdOumhK0LgCYT.jpg
6320,52fe444bc3a36847f808da2d,Writing,2,16988,Screenplay,Maurice Pialat,/dMLj72H8a2cFeEffcmTs7ltaxWF.jpg
21349,52fe4415c3a368484e00e823,Camera,2,151,Director of Photography,Roger Deakins,/osGe7eLKNIErFLn1RHJDeYTYOmb.jpg
410199,5947ee8f9251417e4c020eb2,Production,2,175511,Executive Producer,Matt Levin,/uiLVVlRbJcyGHPMUSuGkln6Kqzw.jpg
41225,52fe45bdc3a36847f80d7bf9,Writing,2,4415,Adaptation,Federico Fellini,/iNuDmm889WbZDK4k0qxsjeNnNhV.jpg
109881,52fe4ac6c3a36847f81e0d29,Directing,0,49214,Director,William Dieterle,/tZGQR1umCzJm3OM22zMJSFn8gCY.jpg
12776,52fe45219251416c7504cb8d,Writing,2,4818,Screenplay,Roberto Benigni,/v2C2JVPVRg0zwgrI0yqeanUxVLa.jpg
787,52fe4276c3a36847f8020899,Camera,2,11699,Director of Photography,Bojan Bazelli,/2UcvIkDpDeKLUwickH8zZuBCFY4.jpg
88451,5807dc7cc3a368121600372c,Camera,2,19102,Director of Photography,Fred J. Koenekamp,/yxTbBWproHj24o8yrTLEjtzlF9u.jpg
10705,52fe43a59251416c750189c3,Writing,2,11181,Screenplay,Kenneth Branagh,/bmpGjbqvAVNOK3ggiuET2Jl96tZ.jpg
950,52fe4292c3a36847f80292e7,Production,0,5719,Producer,Lori Forte,/1gFVpMJbhQKWaAYTpJ4Vv2vBerT.jpg
290637,5533020ac3a3682226003fcc,Directing,0,15868,Director,Uli Edel,/d4UsOWPEgbNsuaQ7MUMPW11MYbe.jpg
9738,52fe4524c3a36847f80bedd5,Production,0,2095,Producer,Ralph Winter,/gNkcdQLpzV8C27bAc2vlLAiaeKx.jpg
1901,52fe431fc3a36847f803c1e9,Writing,2,3289,Screenplay,Paul Weitz,/u6VYkIxricoJ31MkmljXs2ZCSFQ.jpg
121895,52fe4a70c3a368484e1535f1,Writing,2,20556,Writer,Bertrand Tavernier,/ocgD7ghWJ8DmBRPQcaNt8YMZSuj.jpg
8216,52fe4497c3a36847f809ed97,Writing,1,126,Screenplay,Fran Walsh,/hLihP60zpszrowcMLpWoJ4wvtuy.jpg
39449,59747187c3a3685e0101279c,Crew,2,1331794,Stunts,Paul E. Short,/1OV3dXnfssU9sgAlJL4x7rUoiSz.jpg
5000,52fe43edc3a36847f8078dd3,Writing,2,9740,Screenplay,René Clément,/uaA2c4dy8OgKqMaw77L9tI4TiSF.jpg
273651,55f74328c3a3680a0d00bea5,Writing,0,1510280,Writer,Joe Anderson,/2yP1vFQZGDD0iL3O5BmbT2nVjLg.jpg
43739,569876349251412543001973,Editing,0,64114,Editor,Edward Dmytryk,/s7E1zzpOeg7VBmLjA9MBgl2jizD.jpg
97400,52fe49de9251416c750d6087,Directing,1,95022,Director,Trudie Styler,/nRp9sQ5PRbcZ453YBOzYcRbaf9F.jpg
53219,54bb90c3c3a3686c6b0098fd,Visual Effects,2,153292,Animation,Tom Palmer,/dsClgVX9lrbPinjUkmCEvVllmtY.jpg
26990,52fe4527c3a368484e04b539,Directing,2,302339,Director,Lance Rivera,/63QvbOSj05FEMmkdb0RnUIf3EaI.jpg
302699,552da16d9251413873006694,Directing,0,57633,Director,Rawson Marshall Thurber,/uucsuvXxMFdeoKr4mtL2UV3UUvP.jpg
408623,579b1c8592514146be0000be,Directing,0,572551,Director,Paul Dugdale,/2jI6Sc7zgnOFd3SalWkmGhhtcUr.jpg
4988,52fe43ebc3a36847f8078725,Directing,2,12964,Director,Michael Ritchie,/62566NoTLMRVLdoE07RG1B55zxy.jpg
902,52fe428ac3a36847f8026c6f,Directing,2,2419,Director,Jean-Pierre Jeunet,/u3QmPbF9gdTTLsAHS97ic93gg6S.jpg
20414,52fe43e5c3a368484e00491b,Directing,2,89193,Director,Carlo Verdone,/5KC6XP5equSzwdfGacXSOSfcQ7B.jpg
18785,52fe479a9251416c7509f635,Directing,2,57130,Director,Todd Phillips,/427q515P1ppOrJrQmQwxj16zZZ6.jpg
14240,52fe45dd9251416c7506519f,Directing,2,44765,Director,William Lustig,/9xmAzAD1As1NfBLeD2N5oiRoFp7.jpg
79401,52fe49d1c3a368484e141785,Directing,2,37846,Director,Emeric Pressburger,/byPJw21EY1pUWHJtthCs7wUtvoA.jpg
21241,52fe4411c3a368484e00d799,Writing,2,101377,Screenplay,Paul Bartel,/7Kj1Y9V8lfnFXHkjf30H8d3ylQA.jpg
51533,538a15050e0a2605ff000290,Sound,2,636,Original Music Composer,Joe Hisaishi,/9U16jEYcoCyXGBpHrSQ7pZGdHfd.jpg
97514,52fe49e29251416c750d686b,Directing,2,563461,Director,Stan Brakhage,/sAOHIoVBLzD0J3ljgAtLDw47Lo2.jpg
174769,5650ca679251414af5007f3d,Writing,0,20097,Screenplay,Frank Fenton,/9buhIacgh5xkBCvWCK5lLhIgZ6.jpg
392271,58b1856ec3a368074a00c0d0,Production,2,1108802,Casting,Mukesh Chhabra,/7WVQGEGEyDySKJ4og0nYCneLxeR.jpg
61280,52fe464dc3a368484e0892a1,Directing,0,18378,Director,Herbert Ross,/5bKYVnMfWhjAOmMHv7Y6boqnOja.jpg
63578,580f7fbf925141680f00c38c,Writing,2,172,Writer,Michael Winterbottom,/hnzUhUXiWy7ThflTzPTRb869mnB.jpg
39793,52fe47319251416c9106d11b,Sound,2,636,Music,Joe Hisaishi,/9U16jEYcoCyXGBpHrSQ7pZGdHfd.jpg
261273,59e68c9b9251413c0100114c,Crew,1,1737894,Stunts,Atlin Mitchell,/70EdXAk1YUPwIWfZMk1IJt011wc.jpg
632,52fe4261c3a36847f8019d21,Writing,0,3146,Screenplay,Billy Wilder,/nWV9BDDCbRegP7etiPjl3vYnJEq.jpg
209189,5640bffd92514161f70000ca,Production,0,1328142,Producer,Lee Stollman,/e9MRsSp2WP35LCLTLsPujX9Ch6l.jpg
809,52fe4279c3a36847f80219a9,Production,2,12062,Executive Producer,Jeffrey Katzenberg,/vxcHjmckyO7HQwaFyrjoMWWQ9eP.jpg
168379,53e6f154c3a368398a00085e,Writing,2,937007,Writer,Miguel Ferrari,/4iwMiWchYno6fJxNuKNOBbdzdE6.jpg
83272,588de82ec3a3687494007f67,Writing,0,227371,Screenplay,Chris Martinez,/uaxFo7FdcbzzpNYnAXTkFRmxaTt.jpg
5,52fe420dc3a36847f8000145,Production,2,2545,Producer,Lawrence Bender,/5EzlP8qdCYQrhqEYB2MTmY74KFB.jpg
47208,559af60b9251413cd800023f,Writing,2,23968,Writer,Phil Alden Robinson,/cYgEgM3MxDb0I1olvrZNHXjuC6I.jpg
42325,52fe45fcc3a36847f80e5d31,Directing,2,103360,Director,Arch Oboler,/yz9c1dcjQDVbfx7UxRgtHfQhwxJ.jpg
25016,52fe44b4c3a368484e0324e5,Directing,2,32919,Director,Anthony Asquith,/v2zHc0Qg1V4Y5JIkmOFPEjbed0n.jpg
21876,555621389251411e5b002ef5,Sound,2,1760,Original Music Composer,Jerry Goldsmith,/e6sd10VuwFXkgRFrCTCygbhMq2q.jpg
41171,558fe6adc3a3684e6e0014ed,Production,1,6347,Casting,Margery Simkin,/dCyAWZGEaW1OlGgh5ALiqGfsbpb.jpg
29993,543a92bdc3a368198c002f14,Camera,2,3356,Director of Photography,George Barnes,/rSN2fSx7HyorrMdBQ5IyIkskvYW.jpg
357681,55e78852c3a3682c64000255,Directing,0,639925,Director,Mark Neale,/aGTy10HothID2byn2vilLIkq1Ep.jpg
9104,52fe44dcc3a36847f80ae669,Production,0,1617,Executive Producer,James Schamus,/9E0gGd0rhOZyMnBAeIqFfCAPqzn.jpg
14638,52fe460b9251416c7506b24d,Writing,2,38233,Novel,Ernest Hemingway,/xchDU31q3QZqhS2mp3mqpBYd0kS.jpg
61046,53f86e670e0a267a78001c08,Production,2,37361,Producer,Anatole Litvak,/dwFC6oB4TC7ACFAtfII1dGXJZql.jpg
214081,52fe4dd3c3a368484e1ffd6d,Writing,2,37626,Screenplay,Patrice Leconte,/dvtsf5ZlmnDOv1AIrG3kvM0tWZ2.jpg
99861,540679c20e0a26372a0005cf,Production,2,57027,Executive Producer,Louis D'Esposito,/pNvtXPy8kil9WWFtySahnNbvc3R.jpg
390051,5917c4ca92514156f503cf5a,Production,1,1636783,Unit Production Manager,Mary C. Rolfes,/26DkOVJ7aLUPYzqomk9vDZ5Ps5b.jpg
48263,52fe475cc3a36847f8131863,Writing,2,2428,Writer,Ernst Lubitsch,/fJeGenaTarQTLl21eDlnx4MIM9K.jpg
39230,52fe47069251416c91067acf,Directing,0,79737,Director,Yoshiyuki Tomino,/azV5hFU4wmGdTef5osVZjtHtTP8.jpg
129670,564e1bb29251414af7000263,Crew,2,9568,Stunts,Jim Palmer,/3jCBSmYtDHs2u6ugFENa52SC9HT.jpg
39830,55589a1fc3a368776a008380,Production,2,45407,Executive Producer,Mark Duplass,/pY2qE627sM0Wkx6HvQQWeZ6fd15.jpg
47156,52fe4721c3a36847f81250d1,Writing,2,4341,Screenplay,Ben Hecht,/is5faYjaFObagG3b8xgwocMkUcX.jpg
49239,52fe478cc3a36847f813ba5f,Writing,0,1041643,Story,Kuei Chih-Hung,/pAcYMD1XTfq4ASs6oc6pvfz51c3.jpg
10012,52fe43079251416c75000a45,Writing,2,26458,Screenplay,Kevin Williamson,/jvQi0LJEJdQGHkz6KEILAA6Z8gk.jpg
8222,52fe4498c3a36847f809f063,Writing,2,309,Screenplay,Pedro Almodóvar,/9dc8NqjMnOcZ8EiUvaAQiMiT4Tz.jpg
130633,52fe4b60c3a368484e1861ed,Directing,2,29720,Director,Abel Gance,/1s6v94FbrSsORwYhb8sgwqKtrax.jpg
36627,5341c63d0e0a2679bf00293e,Directing,2,113601,Director,Jerzy Hoffman,/ozQ86pPlV8jW0Pa1gUlZpyMUXEw.jpg
188207,52fe4d329251416c7513343b,Writing,2,16938,Writer,Renny Harlin,/lOCRZzC1UZfkObWpQtKxga5ZV8F.jpg
618,59d42defc3a36844e100a0f7,Writing,0,8813,Adaptation,Thomas F. Dixon Jr.,/n6Kt5lKr42ybK64orjt9CtjFs1I.jpg
305127,546f7f7592514112e9002592,Directing,0,92743,Director,Jamin Winans,/fheM8vmDToMkAc3SbcTjiqrsYkQ.jpg
26477,54306e140e0a2646490013f1,Production,1,3275,Casting,Jane Jenkins,/aVOlC6UkKaxZpzvpdRxCjkMtJHI.jpg
36108,52fe45cd9251416c9103ee1f,Directing,2,71174,Director,Tsai Ming-liang,/mesBkhd92gDqqaj5zFUqgHOczQZ.jpg
70635,52fe4806c3a368484e0e5bf1,Writing,0,31439,Screenplay,Bryan Forbes,/2jVyi8jPtZ84FTmVt7Zc6DxvB09.jpg
133750,52fe4bbbc3a368484e196f6f,Directing,2,20548,Director,Ruy Guerra,/As9S3qSWr9WMQZvNN7OqLyKmU9I.jpg
87300,58d7d38ec3a368121b051b57,Writing,2,70647,Novel,Lewis Carroll,/9KAz7LDjIk4WAZO5lJAicRDxYiG.jpg
208988,52fe4d58c3a368484e1e43a5,Directing,2,204484,Director,Ken Burns,/AgJqC8MnQcORYeugEDhG8WeLjBw.jpg
24936,52fe44b0c3a368484e03155f,Directing,2,101446,Director,David Siegel,/eZfwXXLE8lChZnd3RUqDD34I4hn.jpg
2654,52fe4363c3a36847f80507ff,Sound,2,11770,Original Music Composer,John Carpenter,/5qgEQ9D9r8JmbBmqeLupc1jeTcz.jpg
223,52fe4228c3a36847f800888b,Writing,1,3353,Novel,Daphne Du Maurier,/rMIJJfIXkYu9XVFXbZxIz9Y3nmC.jpg
126418,540c38b4c3a368799f003971,Costume & Make-Up,2,9064,Costume Design,Adrian,/fnsEX7RnTRGuh32x8WmHrtz25D5.jpg
37598,52fe465a9251416c91051ae3,Production,2,348,Producer,William Goldman,/7eBlS4cj4WAGzI38ef3EXAIKmOg.jpg
73179,56c6a25ac3a3680d4e005383,Production,2,149374,Producer,Leon Schlesinger,/bdOU5R4lI1KVUpylbPQqpEPs3VZ.jpg
8860,52fe44c1c3a36847f80a83a9,Camera,2,17765,Director of Photography,Fred Murphy,/oLzSw5wj6X3H5FYIQuXruf8TkaW.jpg
61302,59156ca6925141061e012d22,Writing,0,95568,Writer,Peter Watkins,/5AQ2Hb8ERvbWJ9CfyBbn0wJzFam.jpg
111237,57ee3454c3a3682a650024d5,Production,0,235417,Producer,Karen Shakhnazarov,/y0yzilBH1TisWu8tCFJXre2drNK.jpg
12155,52fe44c09251416c7503fb1d,Directing,2,510,Director,Tim Burton,/yHEHAHQpN9PfSEQx1UxZPczhcAi.jpg
19354,56651b19c3a368510e0010e7,Visual Effects,1,549834,Animation,Lotte Reiniger,/8DFmjMfcS796vzbh05bxYVaR1dq.jpg
12206,52fe44c99251416c75040eed,Production,2,68,Producer,Fritz Lang,/fQAlhdBDnUYXzkezvyzjLB72pvw.jpg
45764,5549d74dc3a36841bf001952,Crew,2,6818,Sound Recordist,Werner Herzog,/uzVcWEmasjz1Wl7w5mBF5vmmHlK.jpg
4518,52fe43c8c3a36847f806f26d,Production,2,2238,Producer,Eric Fellner,/DiDxNhIfVPn9bRdOumhK0LgCYT.jpg
163583,52fe4c69c3a36847f822cd1d,Directing,2,45415,Director,William Katt,/8zgHplikymFmzQhOuwYhin6WJv6.jpg
260928,58bc8f0d925141609b0422a9,Production,0,1021805,Executive Producer,Neil Breen,/45I4JshKa9gKM9oQAAQcQbZxOCy.jpg
318846,55187d2e9251416f0a004c26,Directing,2,55710,Director,Adam McKay,/pwc6pHC5d3y8NVsphURkKK8y2fL.jpg
47559,52fe4739c3a36847f8129fab,Directing,2,71570,Director,Justin Chadwick,/8jhsQAwccFClH4gEYd4Hlbig31I.jpg
5237,54e0b5b7c3a368537a004e9b,Sound,2,11351,Sound Editor,James Mather,/28Efuv16I0yHRZrwZs5IinsDY8u.jpg
18193,52fe47679251416c750980a9,Directing,2,19450,Director,Bob Rafelson,/3hk2VokH27WIkriyp3JHdMrjewc.jpg
961,52fe4293c3a36847f80298ed,Directing,2,10517,Director,Clyde Bruckman,/b5drnn4Fzof0NBkrz7HFVJ7WfAy.jpg
10639,52fe439a9251416c75016ca9,Directing,2,5844,Director,Detlev Buck,/1GTTB1jNHhG0E5pQWOR9aCM9r0j.jpg
85872,5529204fc3a3681f56001f9f,Writing,0,77309,Writer,Daniel Cohen,/kx1AwrvfRQOFzb4dvJhe3iEjsIU.jpg
46591,52fe4701c3a36847f811e801,Editing,2,1002674,Editor,Silvano Agosti,/hyh8OV9H53lNYGJ0pKELcI3FiC8.jpg
225728,567e70ec9251411334001175,Costume & Make-Up,1,36591,Costume Design,Jacqueline Durran,/8BzF1gUzKRiZKjjoQm2I50ALDSq.jpg
27446,52fe454ac3a368484e051c95,Directing,2,10146,Director,Jacques Tourneur,/6AZBSqqlsLjMxW7q798n0g19W54.jpg
376166,5788e3e5925141361a000c9c,Writing,1,24485,Screenplay,Nicole Garcia,/3W5QCzzbn7nvvuT1SRARELD3LG.jpg
190880,52fe4c6f9251416c910f4f2b,Writing,2,6554,Theatre Play,Guillaume Gallienne,/nponKvpwED1CivIY3f2NlQGLWE9.jpg
159154,53ef91ab0e0a2675bf001908,Writing,2,71797,Writer,Alex Gibney,/jrPhIpKoBaeqcj0m7cG6ajkJmqV.jpg
12159,52fe44c19251416c7503fd43,Production,2,9196,Executive Producer,Ted Field,/qmB7sZcgRUq7mRFBSTlSsVXh7sH.jpg
11042,52fe43e99251416c75022d5b,Writing,2,38516,Screenplay,Denys Arcand,/6NBjKG33QncVVMa9cfalSs3xPKP.jpg
162821,54e70d2ac3a368200f000b47,Writing,2,35927,Writer,Alain Corneau,/b9VqEi4uzMBkuxM9Ys0tNlPn0iV.jpg
24461,52fe4497c3a368484e02b7d9,Directing,2,3055,Director,David Mackenzie,/oHZ2kkGICUnSbm73BQFK3Hau82f.jpg
60199,567416a69251412da9002150,Sound,2,5628,Music,Angelo Badalamenti,/n5euRajRHN2xSSq4MnGMfHEHkBZ.jpg
114030,52fe4b43c3a36847f81fad5f,Writing,0,236470,Writer,Koki Mitani,/5fTdGDD0lMIbjpeV9g6PRpxWCug.jpg
71282,5713f4f79251414a71002a8f,Sound,2,27969,Sound,Douglas Shearer,/3kH8o524WTYSGBLcCx9v9ERP9sj.jpg
81783,58988deb9251417a7f009c64,Directing,0,936763,Director,Carla Garapedian,/mWRtWtdXGv5Vj245VAdY1FXXmgU.jpg
27146,52fe4530c3a368484e04d3e3,Directing,0,97083,Director,William Klein,/87dJlKGLL8PBk224oUe0iizR6cO.jpg
260399,532c98f79251413a7e0001a1,Directing,2,74971,Director,Jem Cohen,/sMdkNXog4kHYd0FwjIiFGyw367A.jpg
42153,52fe45f0c3a36847f80e33ad,Directing,2,32632,Director,Percy Adlon,/dhcxBxW4PpRpkI5Act6qXshVdpI.jpg
10946,52fe43d79251416c75020227,Writing,0,67592,Screenplay,Mark Linfield,/fHKw4e1slplOJr8tjuXZiUllHmM.jpg
697,52fe426cc3a36847f801d64f,Writing,2,9603,Screenplay,Sergei M. Eisenstein,/v3M6T24xd2FEOp8Y262lkc1gsGu.jpg
341895,55645884c3a36806c8001792,Sound,2,1470726,Songs,Shabareesh Varma,/dTas79Xjvh1ynA0nZwuIwM1emPl.jpg
20544,59991ad69251410ec801fd6a,Sound,2,19155,Original Music Composer,Christopher Young,/2laVovSXDVpHRS6HSpKyCspSmze.jpg
24979,52fe44b3c3a368484e031ebf,Directing,0,1214860,Director,Linda Mendoza,/ejestneSkx1ayJI1P44OihTEjWV.jpg
22476,52fe4442c3a368484e018cbf,Writing,2,88832,Writer,Kyle Rankin,/8WtlkESJI6CadpTe35n0BvZ2oh1.jpg
14071,5808ac5b92514110280077d2,Production,2,35736,Producer,Karan Johar,/pFWDjH57HsdkEKM8HT2wlH2Ahcw.jpg
324284,54f82fe4c3a36834a5003b05,Writing,2,45396,Screenplay,Ross Partridge,/hxGq9iyJXouZh4WXXISKF3CBVNg.jpg
50271,5913347f9251414e80057293,Writing,1,11436,Adaptation,Anita Loos,/lmG2K9YK8zmvwsOMmJgStgx4DLM.jpg
74088,54492956c3a3680faa001c83,Writing,0,1054643,Screenplay,Corinne Griffith,/5PZ2lxMRAJmfiIPCIW0cu0aXMZ1.jpg
28033,52fe4574c3a368484e05c001,Writing,2,65348,Novel,Al Franken,/ynVu5T7vxiGkpHtXF6UAxTyna4S.jpg
236751,53b61e55c3a3685eb1001a27,Writing,2,2460,Screenplay,Randall Wallace,/qmHTJng76EXxPbHPQMwwyTvSEwN.jpg
16048,52fe46999251416c7507d5b9,Production,2,42,Executive Producer,Lars von Trier,/AlfUoJTJlns0XeJROH7Zqt9SvYr.jpg
327225,54eda4fe9251417965003b82,Writing,0,1040543,Story,Rory B. Quintos,/41FnQk6Jmon1mcIJDnykK2dDNcn.jpg
59797,52fe4999c3a36847f81a2d15,Directing,2,41549,Director,Andrew Fleming,/eKmrsArF6QebMIlIHDXY537Smo6.jpg
400928,5754c069925141442b000314,Directing,2,87742,Director,Marc Webb,/7uFlVK5BDTjk6IK9iBCmfrdaAs6.jpg
228074,52fe4ebe9251416c75160d65,Writing,2,14293,Screenplay,Frank Launder,/vPhqscwrnToeZJYk8Sy145vAXvF.jpg
33319,52fe450c9251416c91025b97,Sound,2,425396,Original Music Composer,Akira Ifukube,/euxhNIeWxuvnFqr90qlN1VwZTKC.jpg
32319,52fe44cd9251416c9101d5b9,Directing,2,2725,Director,Rainer Werner Fassbinder,/27Zgw5CeRiPR2yTyoXVvWYvarLV.jpg
